ID,Pred
2019_1138_1211,0.41916
2019_1138_1222,0.41993
2019_1138_1233,0.91583
2019_1138_1234,0.81632
2019_1138_1235,0.82431
2019_1138_1242,0.72532
2019_1138_1243,0.68016
2019_1138_1246,0.56617
2019_1138_1251,0.67181
2019_1138_1257,0.87315
2019_1138_1261,0.57676
2019_1138_1266,0.72979
2019_1138_1268,0.73351
2019_1138_1276,0.56393
2019_1138_1277,0.56194
2019_1138_1278,0.85446
2019_1138_1279,0.83667
2019_1138_1280,0.74971
2019_1138_1285,0.76404
2019_1138_1293,0.5196
2019_1138_1295,0.92472
2019_1138_1297,0.6872
2019_1138_1300,0.949
2019_1138_1305,0.49308
2019_1138_1308,0.55323
2019_1138_1314,0.53779
2019_1138_1318,0.79843
2019_1138_1326,0.89206
2019_1138_1328,0.88297
2019_1138_1330,0.74351
2019_1138_1332,0.83502
2019_1138_1341,0.89223
2019_1138_1345,0.66577
2019_1138_1371,0.85326
2019_1138_1385,0.84258
2019_1138_1387,0.87197
2019_1138_1388,0.81403
2019_1138_1393,0.83889
2019_1138_1396,0.75883
2019_1138_1397,0.49026
2019_1138_1403,0.56609
2019_1138_1414,0.5722
2019_1138_1416,0.69761
2019_1138_1429,0.62699
2019_1138_1433,0.65623
2019_1138_1436,0.61588
2019_1138_1437,0.76216
2019_1138_1438,0.36643
2019_1138_1439,0.68568
2019_1138_1449,0.64449
2019_1138_1458,0.71424
2019_1138_1459,0.52517
2019_1138_1463,0.73291
2019_1153_1159,0.69678
2019_1153_1181,0.40517
2019_1153_1192,0.84098
2019_1153_1196,0.87392
2019_1153_1199,0.57779
2019_1153_1205,0.7905
2019_1153_1209,0.70787
2019_1153_1211,0.33303
2019_1153_1222,0.33374
2019_1153_1233,0.88275
2019_1153_1234,0.7546
2019_1153_1235,0.76451
2019_1153_1242,0.64627
2019_1153_1243,0.59538
2019_1153_1246,0.47451
2019_1153_1251,0.58616
2019_1153_1257,0.82646
2019_1153_1261,0.48531
2019_1153_1266,0.65142
2019_1153_1268,0.65571
2019_1153_1276,0.47224
2019_1153_1277,0.47022
2019_1153_1278,0.80245
2019_1153_1279,0.77995
2019_1153_1280,0.67454
2019_1153_1285,0.6914
2019_1153_1293,0.42805
2019_1153_1295,0.89474
2019_1153_1297,0.60319
2019_1153_1300,0.92793
2019_1153_1305,0.40228
2019_1153_1308,0.46144
2019_1153_1314,0.446
2019_1153_1318,0.73268
2019_1153_1326,0.85115
2019_1153_1328,0.83924
2019_1153_1330,0.6673
2019_1153_1332,0.77788
2019_1153_1341,0.85138
2019_1153_1345,0.57952
2019_1153_1371,0.80093
2019_1153_1385,0.7874
2019_1153_1387,0.82494
2019_1153_1388,0.75178
2019_1153_1393,0.78275
2019_1153_1396,0.68525
2019_1153_1397,0.39957
2019_1153_1403,0.47443
2019_1153_1414,0.48065
2019_1153_1416,0.61483
2019_1153_1429,0.53768
2019_1153_1433,0.56912
2019_1153_1436,0.52593
2019_1153_1437,0.68918
2019_1153_1438,0.28581
2019_1153_1439,0.6015
2019_1153_1449,0.55641
2019_1153_1458,0.63362
2019_1153_1459,0.43351
2019_1153_1463,0.65501
2019_1159_1181,0.23057
2019_1159_1192,0.6994
2019_1159_1196,0.75306
2019_1159_1199,0.37581
2019_1159_1205,0.62407
2019_1159_1209,0.51599
2019_1159_1211,0.18011
2019_1159_1222,0.18058
2019_1159_1233,0.7681
2019_1159_1234,0.57499
2019_1159_1235,0.58818
2019_1159_1242,0.44562
2019_1159_1243,0.39297
2019_1159_1246,0.28432
2019_1159_1251,0.38391
2019_1159_1257,0.67693
2019_1159_1261,0.2932
2019_1159_1266,0.4512
2019_1159_1268,0.4559
2019_1159_1276,0.28247
2019_1159_1277,0.28083
2019_1159_1278,0.64121
2019_1159_1279,0.60929
2019_1159_1280,0.47694
2019_1159_1285,0.4964
2019_1159_1293,0.2477
2019_1159_1295,0.78901
2019_1159_1297,0.40075
2019_1159_1300,0.84995
2019_1159_1305,0.22846
2019_1159_1308,0.27376
2019_1159_1314,0.26155
2019_1159_1318,0.54665
2019_1159_1326,0.71556
2019_1159_1328,0.69667
2019_1159_1330,0.46877
2019_1159_1332,0.60641
2019_1159_1341,0.71593
2019_1159_1345,0.37748
2019_1159_1371,0.63899
2019_1159_1385,0.61969
2019_1159_1387,0.6746
2019_1159_1388,0.57127
2019_1159_1393,0.61317
2019_1159_1396,0.48923
2019_1159_1397,0.22647
2019_1159_1403,0.28425
2019_1159_1414,0.28935
2019_1159_1416,0.41255
2019_1159_1429,0.33848
2019_1159_1433,0.36753
2019_1159_1436,0.328
2019_1159_1437,0.4938
2019_1159_1438,0.1497
2019_1159_1439,0.39906
2019_1159_1449,0.35561
2019_1159_1458,0.43209
2019_1159_1459,0.25188
2019_1159_1463,0.45514
2019_1181_1192,0.887
2019_1181_1196,0.91141
2019_1181_1199,0.6701
2019_1181_1205,0.8485
2019_1181_1209,0.78245
2019_1181_1211,0.42565
2019_1181_1222,0.42643
2019_1181_1233,0.91786
2019_1181_1234,0.82028
2019_1181_1235,0.82813
2019_1181_1242,0.73059
2019_1181_1243,0.68593
2019_1181_1246,0.5727
2019_1181_1251,0.67765
2019_1181_1257,0.87606
2019_1181_1261,0.58325
2019_1181_1266,0.73501
2019_1181_1268,0.73868
2019_1181_1276,0.57047
2019_1181_1277,0.56848
2019_1181_1278,0.85773
2019_1181_1279,0.84028
2019_1181_1280,0.75467
2019_1181_1285,0.76881
2019_1181_1293,0.52624
2019_1181_1295,0.92656
2019_1181_1297,0.69289
2019_1181_1300,0.95027
2019_1181_1305,0.49974
2019_1181_1308,0.5598
2019_1181_1314,0.5444
2019_1181_1318,0.80268
2019_1181_1326,0.89459
2019_1181_1328,0.88569
2019_1181_1330,0.74855
2019_1181_1332,0.83865
2019_1181_1341,0.89476
2019_1181_1345,0.67166
2019_1181_1371,0.85656
2019_1181_1385,0.84608
2019_1181_1387,0.87491
2019_1181_1388,0.81803
2019_1181_1393,0.84246
2019_1181_1396,0.76367
2019_1181_1397,0.49692
2019_1181_1403,0.57261
2019_1181_1414,0.5787
2019_1181_1416,0.70319
2019_1181_1429,0.63319
2019_1181_1433,0.66221
2019_1181_1436,0.62216
2019_1181_1437,0.76695
2019_1181_1438,0.37263
2019_1181_1439,0.69139
2019_1181_1449,0.65056
2019_1181_1458,0.71964
2019_1181_1459,0.5318
2019_1181_1463,0.73809
2019_1192_1196,0.5699
2019_1192_1199,0.20736
2019_1192_1205,0.41905
2019_1192_1209,0.31658
2019_1192_1211,0.08713
2019_1192_1222,0.08739
2019_1192_1233,0.59003
2019_1192_1234,0.37021
2019_1192_1235,0.38294
2019_1192_1242,0.25885
2019_1192_1243,0.21953
2019_1192_1246,0.14721
2019_1192_1251,0.21307
2019_1192_1257,0.47655
2019_1192_1261,0.15272
2019_1192_1266,0.26321
2019_1192_1268,0.2669
2019_1192_1276,0.14607
2019_1192_1277,0.14506
2019_1192_1278,0.4371
2019_1192_1279,0.4039
2019_1192_1280,0.28377
2019_1192_1285,0.29986
2019_1192_1293,0.12516
2019_1192_1295,0.61903
2019_1192_1297,0.22515
2019_1192_1300,0.71108
2019_1192_1305,0.11399
2019_1192_1308,0.14074
2019_1192_1314,0.13337
2019_1192_1318,0.3438
2019_1192_1326,0.52223
2019_1192_1328,0.49948
2019_1192_1330,0.27715
2019_1192_1332,0.401
2019_1192_1341,0.52268
2019_1192_1345,0.20853
2019_1192_1371,0.43474
2019_1192_1385,0.41452
2019_1192_1387,0.47391
2019_1192_1388,0.36668
2019_1192_1393,0.40784
2019_1192_1396,0.29388
2019_1192_1397,0.11286
2019_1192_1403,0.14717
2019_1192_1414,0.15032
2019_1192_1416,0.2338
2019_1192_1429,0.18189
2019_1192_1433,0.20159
2019_1192_1436,0.17497
2019_1192_1437,0.29768
2019_1192_1438,0.07106
2019_1192_1439,0.22393
2019_1192_1449,0.19341
2019_1192_1458,0.24845
2019_1192_1459,0.12762
2019_1192_1463,0.2663
2019_1196_1199,0.16639
2019_1196_1205,0.35499
2019_1196_1209,0.26114
2019_1196_1211,0.06788
2019_1196_1222,0.06808
2019_1196_1233,0.52337
2019_1196_1234,0.30963
2019_1196_1235,0.32134
2019_1196_1242,0.21041
2019_1196_1243,0.17669
2019_1196_1246,0.11638
2019_1196_1251,0.17121
2019_1196_1257,0.4099
2019_1196_1261,0.1209
2019_1196_1266,0.21419
2019_1196_1268,0.21739
2019_1196_1276,0.11544
2019_1196_1277,0.11462
2019_1196_1278,0.37204
2019_1196_1279,0.34079
2019_1196_1280,0.23212
2019_1196_1285,0.24629
2019_1196_1293,0.09841
2019_1196_1295,0.55352
2019_1196_1297,0.18147
2019_1196_1300,0.65252
2019_1196_1305,0.08939
2019_1196_1308,0.11108
2019_1196_1314,0.10508
2019_1196_1318,0.28559
2019_1196_1326,0.45474
2019_1196_1328,0.43227
2019_1196_1330,0.22633
2019_1196_1332,0.33809
2019_1196_1341,0.45519
2019_1196_1345,0.16738
2019_1196_1371,0.3698
2019_1196_1385,0.35073
2019_1196_1387,0.40734
2019_1196_1388,0.3064
2019_1196_1393,0.34447
2019_1196_1396,0.24101
2019_1196_1397,0.08848
2019_1196_1403,0.11634
2019_1196_1414,0.11893
2019_1196_1416,0.18885
2019_1196_1429,0.14503
2019_1196_1433,0.16153
2019_1196_1436,0.13927
2019_1196_1437,0.24437
2019_1196_1438,0.05515
2019_1196_1439,0.18043
2019_1196_1449,0.15466
2019_1196_1458,0.20143
2019_1196_1459,0.10041
2019_1196_1463,0.21687
2019_1199_1205,0.73597
2019_1199_1209,0.64159
2019_1199_1211,0.26947
2019_1199_1222,0.27009
2019_1199_1233,0.8476
2019_1199_1234,0.69434
2019_1199_1235,0.70573
2019_1199_1242,0.57442
2019_1199_1243,0.52084
2019_1199_1246,0.40015
2019_1199_1251,0.51132
2019_1199_1257,0.77867
2019_1199_1261,0.41057
2019_1199_1266,0.57993
2019_1199_1268,0.58454
2019_1199_1276,0.39796
2019_1199_1277,0.39602
2019_1199_1278,0.75005
2019_1199_1279,0.72364
2019_1199_1280,0.60491
2019_1199_1285,0.62337
2019_1199_1293,0.35603
2019_1199_1295,0.86262
2019_1199_1297,0.52895
2019_1199_1300,0.90486
2019_1199_1305,0.33208
2019_1199_1308,0.38761
2019_1199_1314,0.37293
2019_1199_1318,0.66939
2019_1199_1326,0.80858
2019_1199_1328,0.79409
2019_1199_1330,0.59705
2019_1199_1332,0.72122
2019_1199_1341,0.80886
2019_1199_1345,0.5045
2019_1199_1371,0.74825
2019_1199_1385,0.73233
2019_1199_1387,0.77684
2019_1199_1388,0.69111
2019_1199_1393,0.72689
2019_1199_1396,0.61661
2019_1199_1397,0.32959
2019_1199_1403,0.40007
2019_1199_1414,0.40606
2019_1199_1416,0.54111
2019_1199_1429,0.46212
2019_1199_1433,0.49387
2019_1199_1436,0.45042
2019_1199_1437,0.62092
2019_1199_1438,0.22817
2019_1199_1439,0.5272
2019_1199_1449,0.48096
2019_1199_1458,0.56093
2019_1199_1459,0.36116
2019_1199_1463,0.58379
2019_1205_1209,0.39366
2019_1205_1211,0.11799
2019_1205_1222,0.11833
2019_1205_1233,0.66856
2019_1205_1234,0.45172
2019_1205_1235,0.46518
2019_1205_1242,0.32864
2019_1205_1243,0.28276
2019_1205_1246,0.1948
2019_1205_1251,0.27509
2019_1205_1257,0.56063
2019_1205_1261,0.20168
2019_1205_1266,0.33364
2019_1205_1268,0.33787
2019_1205_1276,0.19338
2019_1205_1277,0.19212
2019_1205_1278,0.52115
2019_1205_1279,0.48709
2019_1205_1280,0.35704
2019_1205_1285,0.37511
2019_1205_1293,0.16702
2019_1205_1295,0.69487
2019_1205_1297,0.2894
2019_1205_1300,0.77526
2019_1205_1305,0.15277
2019_1205_1308,0.1867
2019_1205_1314,0.17743
2019_1205_1318,0.42341
2019_1205_1326,0.60506
2019_1205_1328,0.5831
2019_1205_1330,0.34955
2019_1205_1332,0.48408
2019_1205_1341,0.60549
2019_1205_1345,0.26968
2019_1205_1371,0.51875
2019_1205_1385,0.49806
2019_1205_1387,0.55802
2019_1205_1388,0.44796
2019_1205_1393,0.49117
2019_1205_1396,0.36841
2019_1205_1397,0.15132
2019_1205_1403,0.19475
2019_1205_1414,0.19869
2019_1205_1416,0.29956
2019_1205_1429,0.23757
2019_1205_1433,0.26139
2019_1205_1436,0.22913
2019_1205_1437,0.37267
2019_1205_1438,0.09684
2019_1205_1439,0.28795
2019_1205_1449,0.25154
2019_1205_1458,0.31663
2019_1205_1459,0.17015
2019_1205_1463,0.33718
2019_1209_1211,0.1724
2019_1209_1222,0.17286
2019_1209_1233,0.75852
2019_1209_1234,0.56197
2019_1209_1235,0.57527
2019_1209_1242,0.43255
2019_1209_1243,0.38038
2019_1209_1246,0.27364
2019_1209_1251,0.37144
2019_1209_1257,0.66521
2019_1209_1261,0.28233
2019_1209_1266,0.4381
2019_1209_1268,0.44277
2019_1209_1276,0.27184
2019_1209_1277,0.27024
2019_1209_1278,0.62891
2019_1209_1279,0.59658
2019_1209_1280,0.46372
2019_1209_1285,0.48314
2019_1209_1293,0.23794
2019_1209_1295,0.78004
2019_1209_1297,0.38808
2019_1209_1300,0.84305
2019_1209_1305,0.21924
2019_1209_1308,0.26333
2019_1209_1314,0.25143
2019_1209_1318,0.53347
2019_1209_1326,0.70463
2019_1209_1328,0.68533
2019_1209_1330,0.45558
2019_1209_1332,0.59367
2019_1209_1341,0.70501
2019_1209_1345,0.36509
2019_1209_1371,0.62666
2019_1209_1385,0.6071
2019_1209_1387,0.66285
2019_1209_1388,0.55823
2019_1209_1393,0.60051
2019_1209_1396,0.47598
2019_1209_1397,0.21731
2019_1209_1403,0.27358
2019_1209_1414,0.27856
2019_1209_1416,0.39975
2019_1209_1429,0.3267
2019_1209_1433,0.35529
2019_1209_1436,0.31641
2019_1209_1437,0.48054
2019_1209_1438,0.14307
2019_1209_1439,0.3864
2019_1209_1449,0.34354
2019_1209_1458,0.41912
2019_1209_1459,0.24201
2019_1209_1463,0.44201
2019_1211_1222,0.50352
2019_1211_1233,0.93844
2019_1211_1234,0.86161
2019_1211_1235,0.86795
2019_1211_1242,0.7872
2019_1211_1243,0.7487
2019_1211_1246,0.64643
2019_1211_1251,0.74145
2019_1211_1257,0.90604
2019_1211_1261,0.65626
2019_1211_1266,0.79096
2019_1211_1268,0.79408
2019_1211_1276,0.64435
2019_1211_1277,0.64249
2019_1211_1278,0.89159
2019_1211_1279,0.8777
2019_1211_1280,0.80756
2019_1211_1285,0.81937
2019_1211_1293,0.60243
2019_1211_1295,0.94509
2019_1211_1297,0.75477
2019_1211_1300,0.96306
2019_1211_1305,0.57676
2019_1211_1308,0.63434
2019_1211_1314,0.61978
2019_1211_1318,0.84731
2019_1211_1326,0.92049
2019_1211_1328,0.91357
2019_1211_1330,0.80241
2019_1211_1332,0.8764
2019_1211_1341,0.92062
2019_1211_1345,0.73619
2019_1211_1371,0.89066
2019_1211_1385,0.88234
2019_1211_1387,0.90513
2019_1211_1388,0.85979
2019_1211_1393,0.87944
2019_1211_1396,0.81509
2019_1211_1397,0.574
2019_1211_1403,0.64635
2019_1211_1414,0.65203
2019_1211_1416,0.7637
2019_1211_1429,0.70192
2019_1211_1433,0.72784
2019_1211_1436,0.69195
2019_1211_1437,0.81783
2019_1211_1438,0.44759
2019_1211_1439,0.75346
2019_1211_1449,0.71749
2019_1211_1458,0.77785
2019_1211_1459,0.60776
2019_1211_1463,0.79357
2019_1222_1233,0.93825
2019_1222_1234,0.86123
2019_1222_1235,0.86759
2019_1222_1242,0.78667
2019_1222_1243,0.7481
2019_1222_1246,0.6457
2019_1222_1251,0.74085
2019_1222_1257,0.90577
2019_1222_1261,0.65554
2019_1222_1266,0.79043
2019_1222_1268,0.79356
2019_1222_1276,0.64362
2019_1222_1277,0.64176
2019_1222_1278,0.89129
2019_1222_1279,0.87736
2019_1222_1280,0.80707
2019_1222_1285,0.8189
2019_1222_1293,0.60167
2019_1222_1295,0.94492
2019_1222_1297,0.75418
2019_1222_1300,0.96294
2019_1222_1305,0.57598
2019_1222_1308,0.6336
2019_1222_1314,0.61903
2019_1222_1318,0.8469
2019_1222_1326,0.92026
2019_1222_1328,0.91332
2019_1222_1330,0.80191
2019_1222_1332,0.87606
2019_1222_1341,0.92039
2019_1222_1345,0.73557
2019_1222_1371,0.89035
2019_1222_1385,0.882
2019_1222_1387,0.90486
2019_1222_1388,0.85941
2019_1222_1393,0.87911
2019_1222_1396,0.81461
2019_1222_1397,0.57322
2019_1222_1403,0.64563
2019_1222_1414,0.65131
2019_1222_1416,0.76313
2019_1222_1429,0.70125
2019_1222_1433,0.72721
2019_1222_1436,0.69127
2019_1222_1437,0.81735
2019_1222_1438,0.44681
2019_1222_1439,0.75287
