ID,Pred
2014_1153_1264,0.23855
2014_1153_1269,0.78229
2014_1153_1272,0.20853
2014_1153_1273,0.1858
2014_1153_1276,0.52854
2014_1153_1277,0.43187
2014_1153_1291,0.77138
2014_1153_1295,0.6512
2014_1153_1300,0.95334
2014_1153_1301,0.50271
2014_1153_1304,0.77757
2014_1153_1307,0.83027
2014_1153_1308,0.38046
2014_1153_1314,0.53979
2014_1153_1326,0.57601
2014_1153_1328,0.213
2014_1153_1329,0.35723
2014_1153_1332,0.34312
2014_1153_1338,0.15393
2014_1153_1344,0.47117
2014_1153_1361,0.59785
2014_1153_1372,0.37575
2014_1153_1386,0.20138
2014_1153_1387,0.54788
2014_1153_1390,0.28025
2014_1153_1393,0.10588
2014_1153_1397,0.47137
2014_1153_1400,0.21757
2014_1153_1409,0.31987
2014_1153_1411,0.54985
2014_1153_1417,0.82879
2014_1153_1418,0.37541
2014_1153_1433,0.3895
2014_1153_1437,0.65824
2014_1153_1438,0.58651
2014_1153_1444,0.42977
2014_1153_1451,0.20908
2014_1153_1454,0.28522
2014_1153_1455,0.45947
2014_1153_1458,0.22549
2014_1153_1459,0.76131
2014_1153_1462,0.16401
2014_1157_1160,0.15624
2014_1157_1163,0.0979
2014_1157_1166,0.05273
2014_1157_1173,0.07276
2014_1157_1174,0.32438
2014_1157_1181,0.07077
2014_1157_1184,0.69251
2014_1157_1196,0.08487
2014_1157_1203,0.52947
2014_1157_1211,0.14027
2014_1157_1217,0.49849
2014_1157_1234,0.26901
2014_1157_1235,0.27972
2014_1157_1242,0.07325
2014_1157_1243,0.44313
2014_1157_1246,0.04105
2014_1157_1257,0.09328
2014_1157_1264,0.09446
2014_1157_1269,0.54472
2014_1157_1272,0.08065
2014_1157_1273,0.07062
2014_1157_1276,0.27182
2014_1157_1277,0.20199
2014_1157_1291,0.52908
2014_1157_1295,0.38335
2014_1157_1300,0.87184
2014_1157_1301,0.25183
2014_1157_1304,0.53789
2014_1157_1307,0.6196
2014_1157_1308,0.16976
2014_1157_1314,0.28087
2014_1157_1326,0.31147
2014_1157_1328,0.08267
2014_1157_1329,0.15616
2014_1157_1332,0.14816
2014_1157_1338,0.05712
2014_1157_1344,0.22879
2014_1157_1361,0.33111
2014_1157_1372,0.16696
2014_1157_1386,0.07746
2014_1157_1387,0.2875
2014_1157_1390,0.11477
2014_1157_1393,0.03794
2014_1157_1397,0.22893
2014_1157_1400,0.08475
2014_1157_1409,0.1354
2014_1157_1411,0.28913
2014_1157_1417,0.61713
2014_1157_1418,0.16676
2014_1157_1433,0.17522
2014_1157_1437,0.39074
2014_1157_1438,0.3208
2014_1157_1444,0.20061
2014_1157_1451,0.0809
2014_1157_1454,0.11728
2014_1157_1455,0.2206
2014_1157_1458,0.08837
2014_1157_1459,0.51504
2014_1157_1462,0.06132
2014_1160_1163,0.37205
2014_1160_1166,0.23307
2014_1160_1173,0.29993
2014_1160_1174,0.72385
2014_1160_1181,0.29367
2014_1160_1184,0.92479
2014_1160_1196,0.33614
2014_1160_1203,0.86001
2014_1160_1211,0.47112
2014_1160_1217,0.8444
2014_1160_1234,0.66768
2014_1160_1235,0.67951
2014_1160_1242,0.30144
2014_1160_1243,0.81289
2014_1160_1246,0.18944
2014_1160_1257,0.35964
2014_1160_1264,0.36287
2014_1160_1269,0.86723
2014_1160_1272,0.32385
2014_1160_1273,0.29321
2014_1160_1276,0.67083
2014_1160_1277,0.58016
2014_1160_1291,0.85982
2014_1160_1295,0.77241
2014_1160_1300,0.97378
2014_1160_1301,0.6476
2014_1160_1304,0.86403
2014_1160_1307,0.89891
2014_1160_1308,0.52749
2014_1160_1314,0.68074
2014_1160_1326,0.71179
2014_1160_1328,0.32976
2014_1160_1329,0.50257
2014_1160_1332,0.48707
2014_1160_1338,0.24853
2014_1160_1344,0.61827
2014_1160_1361,0.72991
2014_1160_1372,0.5225
2014_1160_1386,0.31432
2014_1160_1387,0.68779
2014_1160_1390,0.41446
2014_1160_1393,0.17714
2014_1160_1397,0.61846
2014_1160_1400,0.33577
2014_1160_1409,0.4609
2014_1160_1411,0.68949
2014_1160_1417,0.89796
2014_1160_1418,0.52214
2014_1160_1433,0.537
2014_1160_1437,0.77784
2014_1160_1438,0.72056
2014_1160_1444,0.57808
2014_1160_1451,0.32459
2014_1160_1454,0.42042
2014_1160_1455,0.60711
2014_1160_1458,0.34608
2014_1160_1459,0.8529
2014_1160_1462,0.26289
2014_1163_1166,0.34148
2014_1163_1173,0.42232
2014_1163_1174,0.81728
2014_1163_1181,0.41502
2014_1163_1184,0.9545
2014_1163_1196,0.46352
2014_1163_1203,0.91291
2014_1163_1211,0.60317
2014_1163_1217,0.90253
2014_1163_1234,0.77418
2014_1163_1235,0.78345
2014_1163_1242,0.42407
2014_1163_1243,0.88114
2014_1163_1246,0.2851
2014_1163_1257,0.48936
2014_1163_1264,0.49285
2014_1163_1269,0.91767
2014_1163_1272,0.44972
2014_1163_1273,0.41447
2014_1163_1276,0.77666
2014_1163_1277,0.7022
2014_1163_1291,0.91279
2014_1163_1295,0.85275
2014_1163_1300,0.98447
2014_1163_1301,0.7582
2014_1163_1304,0.91557
2014_1163_1307,0.93817
2014_1163_1308,0.65575
2014_1163_1314,0.78441
2014_1163_1326,0.80822
2014_1163_1328,0.45638
2014_1163_1329,0.63289
2014_1163_1332,0.61836
2014_1163_1338,0.36075
2014_1163_1344,0.7343
2014_1163_1361,0.82179
2014_1163_1372,0.65122
2014_1163_1386,0.43889
2014_1163_1387,0.78987
2014_1163_1390,0.54706
2014_1163_1393,0.26865
2014_1163_1397,0.73446
2014_1163_1400,0.46311
2014_1163_1409,0.5933
2014_1163_1411,0.79119
2014_1163_1417,0.93756
2014_1163_1418,0.65089
2014_1163_1433,0.66432
2014_1163_1437,0.85662
2014_1163_1438,0.81481
2014_1163_1444,0.70041
2014_1163_1451,0.45056
2014_1163_1454,0.55313
2014_1163_1455,0.72503
2014_1163_1458,0.47454
2014_1163_1459,0.9082
2014_1163_1462,0.37833
2014_1166_1173,0.58767
2014_1166_1174,0.89712
2014_1166_1181,0.58038
2014_1166_1184,0.97613
2014_1166_1196,0.62748
2014_1166_1203,0.95335
2014_1166_1211,0.74768
2014_1166_1217,0.94751
2014_1166_1234,0.86986
2014_1166_1235,0.87583
2014_1166_1242,0.58941
2014_1166_1243,0.93528
2014_1166_1246,0.4374
2014_1166_1257,0.65136
2014_1166_1264,0.65453
2014_1166_1269,0.956
2014_1166_1272,0.61439
2014_1166_1273,0.57984
2014_1166_1276,0.87146
2014_1166_1277,0.82133
2014_1166_1291,0.95328
2014_1166_1295,0.91864
2014_1166_1300,0.99197
2014_1166_1301,0.85942
2014_1166_1304,0.95483
2014_1166_1307,0.9673
2014_1166_1308,0.78785
2014_1166_1314,0.87644
2014_1166_1326,0.89149
2014_1166_1328,0.62074
2014_1166_1329,0.7707
2014_1166_1332,0.75955
2014_1166_1338,0.52385
2014_1166_1344,0.84346
2014_1166_1361,0.8999
2014_1166_1372,0.78449
2014_1166_1386,0.60395
2014_1166_1387,0.87993
2014_1166_1390,0.70191
2014_1166_1393,0.4173
2014_1166_1397,0.84356
2014_1166_1400,0.6271
2014_1166_1409,0.73986
2014_1166_1411,0.88076
2014_1166_1417,0.96697
2014_1166_1418,0.78424
2014_1166_1433,0.79417
2014_1166_1437,0.92093
2014_1166_1438,0.89559
2014_1166_1444,0.82007
2014_1166_1451,0.61519
2014_1166_1454,0.70701
2014_1166_1455,0.83715
2014_1166_1458,0.63776
2014_1166_1459,0.95071
2014_1166_1462,0.54264
2014_1173_1174,0.86083
2014_1173_1181,0.49523
2014_1173_1184,0.96668
2014_1173_1196,0.54438
2014_1173_1203,0.93547
2014_1173_1211,0.67763
2014_1173_1217,0.92756
2014_1173_1234,0.82582
2014_1173_1235,0.83342
2014_1173_1242,0.50452
2014_1173_1243,0.91112
2014_1173_1246,0.35546
2014_1173_1257,0.56994
2014_1173_1264,0.57337
2014_1173_1269,0.93908
2014_1173_1272,0.53056
2014_1173_1273,0.49467
2014_1173_1276,0.82785
2014_1173_1277,0.76531
2014_1173_1291,0.93537
2014_1173_1295,0.889
2014_1173_1300,0.98872
2014_1173_1301,0.81261
2014_1173_1304,0.93748
2014_1173_1307,0.95451
2014_1173_1308,0.72484
2014_1173_1314,0.8342
2014_1173_1326,0.85354
2014_1173_1328,0.53725
2014_1173_1329,0.7045
2014_1173_1332,0.69142
2014_1173_1338,0.43833
2014_1173_1344,0.79261
2014_1173_1361,0.86445
2014_1173_1372,0.72083
2014_1173_1386,0.51962
2014_1173_1387,0.83867
2014_1173_1390,0.62551
2014_1173_1393,0.33686
2014_1173_1397,0.79275
2014_1173_1400,0.54398
2014_1173_1409,0.66859
2014_1173_1411,0.83974
2014_1173_1417,0.95406
2014_1173_1418,0.72054
2014_1173_1433,0.7324
2014_1173_1437,0.89203
2014_1173_1438,0.85885
2014_1173_1444,0.76376
2014_1173_1451,0.5314
2014_1173_1454,0.63123
2014_1173_1455,0.78478
2014_1173_1458,0.55533
2014_1173_1459,0.93189
2014_1173_1462,0.457
2014_1174_1181,0.13819
2014_1174_1184,0.82585
2014_1174_1196,0.16338
2014_1174_1203,0.70321
2014_1174_1211,0.25571
2014_1174_1217,0.67668
2014_1174_1234,0.43659
2014_1174_1235,0.44986
2014_1174_1242,0.14268
2014_1174_1243,0.62624
2014_1174_1246,0.08268
2014_1174_1257,0.17804
2014_1174_1264,0.1801
2014_1174_1269,0.71585
2014_1174_1272,0.15592
2014_1174_1273,0.13793
2014_1174_1276,0.44009
2014_1174_1277,0.34767
2014_1174_1291,0.70288
2014_1174_1295,0.56691
2014_1174_1300,0.93474
2014_1174_1301,0.41478
2014_1174_1304,0.71022
2014_1174_1307,0.77425
2014_1174_1308,0.30097
2014_1174_1314,0.45127
2014_1174_1326,0.48784
2014_1174_1328,0.15949
2014_1174_1329,0.2804
2014_1174_1332,0.26806
2014_1174_1338,0.11312
2014_1174_1344,0.38449
2014_1174_1361,0.51036
2014_1174_1372,0.29678
2014_1174_1386,0.15024
2014_1174_1387,0.45935
2014_1174_1390,0.21445
2014_1174_1393,0.07666
2014_1174_1397,0.38468
2014_1174_1400,0.16316
2014_1174_1409,0.24797
2014_1174_1411,0.46132
2014_1174_1417,0.77242
2014_1174_1418,0.29648
2014_1174_1433,0.30907
2014_1174_1437,0.57454
2014_1174_1438,0.49862
2014_1174_1444,0.34573
2014_1174_1451,0.15637
2014_1174_1454,0.21861
2014_1174_1455,0.37343
2014_1174_1458,0.16952
2014_1174_1459,0.691
2014_1174_1462,0.12092
2014_1181_1184,0.96763
2014_1181_1196,0.55181
2014_1181_1203,0.93726
2014_1181_1211,0.68414
2014_1181_1217,0.92955
2014_1181_1234,0.83009
2014_1181_1235,0.83754
2014_1181_1242,0.51202
2014_1181_1243,0.91352
2014_1181_1246,0.36236
2014_1181_1257,0.57728
2014_1181_1264,0.58069
2014_1181_1269,0.94077
2014_1181_1272,0.53802
2014_1181_1273,0.50217
2014_1181_1276,0.83209
2014_1181_1277,0.77065
2014_1181_1291,0.93716
2014_1181_1295,0.89192
2014_1181_1300,0.98905
2014_1181_1301,0.81713
2014_1181_1304,0.93922
2014_1181_1307,0.9558
2014_1181_1308,0.73078
2014_1181_1314,0.83831
2014_1181_1326,0.85725
2014_1181_1328,0.5447
2014_1181_1329,0.71071
2014_1181_1332,0.69779
2014_1181_1338,0.44573
2014_1181_1344,0.7975
2014_1181_1361,0.86792
2014_1181_1372,0.72683
2014_1181_1386,0.5271
2014_1181_1387,0.84268
2014_1181_1390,0.63251
2014_1181_1393,0.3436
2014_1181_1397,0.79763
2014_1181_1400,0.55141
2014_1181_1409,0.6752
2014_1181_1411,0.84373
2014_1181_1417,0.95535
2014_1181_1418,0.72654
2014_1181_1433,0.73823
2014_1181_1437,0.89489
2014_1181_1438,0.86245
2014_1181_1444,0.76913
2014_1181_1451,0.53886
2014_1181_1454,0.63818
2014_1181_1455,0.7898
2014_1181_1458,0.56273
2014_1181_1459,0.93377
2014_1181_1462,0.46445
2014_1184_1196,0.03997
2014_1184_1203,0.3356
2014_1184_1211,0.06824
2014_1184_1217,0.30853
2014_1184_1234,0.14178
2014_1184_1235,0.14845
2014_1184_1242,0.03427
2014_1184_1243,0.26319
2014_1184_1246,0.01885
2014_1184_1257,0.04414
2014_1184_1264,0.04473
2014_1184_1269,0.34942
2014_1184_1272,0.03789
2014_1184_1273,0.03298
2014_1184_1276,0.14352
2014_1184_1277,0.10203
2014_1184_1291,0.33525
2014_1184_1295,0.21818
2014_1184_1300,0.75331
2014_1184_1301,0.13127
2014_1184_1304,0.34319
2014_1184_1307,0.42236
2014_1184_1308,0.08407
2014_1184_1314,0.14917
2014_1184_1326,0.16879
2014_1184_1328,0.03888
2014_1184_1329,0.0767
2014_1184_1332,0.07242
2014_1184_1338,0.02647
2014_1184_1344,0.11752
2014_1184_1361,0.18181
2014_1184_1372,0.08255
2014_1184_1386,0.03632
2014_1184_1387,0.15336
2014_1184_1390,0.055
2014_1184_1393,0.01739
2014_1184_1397,0.11761
2014_1184_1400,0.03991
2014_1184_1409,0.06568
2014_1184_1411,0.15439
2014_1184_1417,0.41981
2014_1184_1418,0.08244
2014_1184_1433,0.08706
2014_1184_1437,0.22354
2014_1184_1438,0.17493
2014_1184_1444,0.10125
2014_1184_1451,0.03801
2014_1184_1454,0.05629
2014_1184_1455,0.11273
2014_1184_1458,0.0417
2014_1184_1459,0.32283
2014_1184_1462,0.02849
2014_1196_1203,0.92462
2014_1196_1211,0.6401
2014_1196_1217,0.9155
2014_1196_1234,0.80046
2014_1196_1235,0.80892
2014_1196_1242,0.46282
2014_1196_1243,0.89663
2014_1196_1246,0.31817
2014_1196_1257,0.5286
2014_1196_1264,0.53208
2014_1196_1269,0.92879
2014_1196_1272,0.48883
2014_1196_1273,0.45304
2014_1196_1276,0.80273
2014_1196_1277,0.73398
2014_1196_1291,0.92451
2014_1196_1295,0.87141
2014_1196_1300,0.98669
2014_1196_1301,0.78583
2014_1196_1304,0.92694
2014_1196_1307,0.94668
2014_1196_1308,0.6903
2014_1196_1314,0.80979
2014_1196_1326,0.8314
2014_1196_1328,0.49555
2014_1196_1329,0.66858
2014_1196_1332,0.65469
2014_1196_1338,0.39771
2014_1196_1344,0.76381
2014_1196_1361,0.84365
2014_1196_1372,0.68601
2014_1196_1386,0.47788
2014_1196_1387,0.81476
2014_1196_1390,0.58563
2014_1196_1393,0.30061
2014_1196_1397,0.76395
2014_1196_1400,0.50232
2014_1196_1409,0.63059
2014_1196_1411,0.81596
2014_1196_1417,0.94615
2014_1196_1418,0.6857
2014_1196_1433,0.69841
2014_1196_1437,0.87486
2014_1196_1438,0.83736
2014_1196_1444,0.73231
2014_1196_1451,0.48967
2014_1196_1454,0.59156
